SequenceId,Location,ConvId,NextId,CondBool,CondUnit,CondLeader,RequiredActors,ConvictionThreshold,Priority,SpecialAnimation,Interruption,StoryMoment,Speaker,Context,EN,Ori
Aniara|Act2|CampfireSolIgnis,4,20,21,,,,,,1,,0,None,Sol,,你见过哪个神是以别的方式行事的？,DO YOU KNOW OF A GOD THAT WORKS IN ANY OTHER WAY?
Aniara|Act2|CampfireSolIgnis,4,21,22|52|66|77|85|100,,,,,,0,,0,None,Sol,,神为什么要把力量赐给祂控制不了的东西？,WHY WOULD A GOD GRANT ITS POWER TO SOMETHING IT CANNOT CONTROL?
Aniara|Act2|CampfireSolIgnis,4,22,23,,,,,,0,,0,None,Aniara,,当然，我……我太沉迷于追求力量，没看明白。,"Of course, I... I was so wrapped up in my own pursuit of power, I didn't see it."
Aniara|Act2|CampfireSolIgnis,4,23,24|54|68|78|86|101,,,,,,0,,0,None,Aniara,,我注定要迷失在别人手里吗？,Am I destined to lose myself to someone else?
Aniara|Act2|CampfireSolIgnis,4,24,26|102,,,,,,0,,0,None,Sol,,让我救你。,LET ME SAVE YOU.
Aniara|Act2|CampfireSolIgnis,4,25,28,,,,,,0,,0.75,None,Sol,,“借祂之光，我们得以睁眼看见。”——《博雷亚利斯》第1页,"'Through His Light we are granted eyes to see.' Borealis, p1"
Aniara|Act2|CampfireSolIgnis,4,26,27,,,,,,0,,0,None,Sol,,“凡被祂的光所吻者皆受祝福，免受灵魂之伤。”——《科罗尼斯》第1页,"'All those kissed by His Light are blessed, and protected from spiritual harm.' Coronis, p1"
Aniara|Act2|CampfireSolIgnis,4,27,25,,,,,,0,,0,None,Aniara,,不，你看不出来吗——,"No, don't you see-"
Aniara|Act2|CampfireSolIgnis,4,28,29,,,,,,0,,0,None,Aniara,,在你跟我说了这些之后——,After all you've told me-
Aniara|Act2|CampfireSolIgnis,4,29,30,,,,,,0,,0.75,None,Sol,,“因祂代表着世间最伟大的正义。”——《奎斯蒂斯》第1页,"'For He represents the greatest justice the world has seen.' Quistis, p1"
Aniara|Act2|CampfireSolIgnis,4,3,4,,,,,,0,,0,None,Aniara,,不过……那个海伯利安人说的关于灵液的事，我总放不下……,Though... I can't seem to get over what that Hyperion said about Ichor...
Aniara|Act2|CampfireSolIgnis,4,30,31,,,,,,0,,0,None,Aniara,,你是被洗脑得最彻底的——,You're the most brainwashed of all-
Aniara|Act2|CampfireSolIgnis,4,31,32,,,,,,0,,1.1,None,Sol,,“击碎暮色，迎来黎明。新一天的光已降临我们。”——《圣典》第1页,"'Shatter the Twilight and bring forth the Dawn. The Light of a new day is upon us.' Sanctis, p1"
Aniara|Act2|CampfireSolIgnis,4,32,33|56|70|79|87|103,,,,,,0,,0,None,Aniara,,<size=125%>Silenzio!</size>,<size=125%>Silenzio!</size>
Aniara|Act2|CampfireSolIgnis,4,33,34,,,,,,0,,0,None,Aniara,,你怎么就看不出来，你一直在把我推开？,How can you not see that you are continuously pushing me away?
Aniara|Act2|CampfireSolIgnis,4,34,35,,,,,,0,,0,None,Aniara,,你做的只有一件事：让我远离这些……'神'。,You have done nothing but convince me to stay away from these... 'Gods'.
Aniara|Act2|CampfireSolIgnis,4,35,36|57|88,,,,,,0,,0,None,Aniara,,不——他们不是神。他们是骗子。Diavolo。,No- they are not gods. They are deceivers. Diavolo.
Aniara|Act2|CampfireSolIgnis,4,36,37,,,,,,0,,0,None,Sol,,你终会看见那光。,YOU WILL SEE THE LIGHT YET.
Aniara|Act2|CampfireSolIgnis,4,37,38,,,,,,0,,0,None,Aniara,,你让我看见了那光。它烧尽路上的一切。,You have shown me the light. It burns everything in its path.
Aniara|Act2|CampfireSolIgnis,4,38,39|58,,,,,,0,,0,None,Aniara,,如果我和所有人都死了，力量还有什么意义？,What is the point of power if I and everyone else are dead?
Aniara|Act2|CampfireSolIgnis,4,39,40,,,,,,0,,0,None,Sol,,祂的意志才是最伟大的力量。,HIS WILL IS THE GREATEST POWER OF ALL.
Aniara|Act2|CampfireSolIgnis,4,4,5|20,,,,,,0,,0,None,Aniara,,难道神的力量必然要求使用者受其奴役？,Could it be true that a god's power necessarily requires its user to be under its thrall? 
Aniara|Act2|CampfireSolIgnis,4,40,41|81|89|104,,,,,,0,,0,None,Aniara,,不。我强不是因为什么'神'。我现在明白了，我的力量来自内心。,No. I am not strong because of some 'god'. I see now my power comes from within.
Aniara|Act2|CampfireSolIgnis,4,41,42,,,,,,0,,0,None,Aniara,,我不需要这星尘——别人也一样不需要。,I don't need this Stardust- and neither does anyone else for that matter.
Aniara|Act2|CampfireSolIgnis,4,42,43|71|82|105,,,,,,0,,0,None,Aniara,,它只会碍事。必须毁掉它。不为别人，也为我自已。,"It can only get in the way. It must be destroyed. If not for others' sake, then my own."
Aniara|Act2|CampfireSolIgnis,4,43,44,,,,,,0,,0,None,Sol,,我们将摧毁教团和他们的假神。,WE SHALL DESTROY THE CULT AND THEIR FALSE GOD.
Aniara|Act2|CampfireSolIgnis,4,44,45,,,,,,0,,0,None,Sol,,但你就是我的下一个目标，异教徒。,"BUT YOU SHALL BE MY NEXT TARGET, HEATHEN."
Aniara|Act2|CampfireSolIgnis,4,45,46,,,,,,0,,0,None,Aniara,,抱歉，amore mio。按你的定义，我已不再是异教徒。,"Sorry, amore mio. Heathen I am no longer, by your definition."
Aniara|Act2|CampfireSolIgnis,4,46,59,,,,,,0,,0,AniaraChanges,Aniara,,我还能找到别的办法……获得力量。,I can find other ways to... Achieve power.
Aniara|Act2|CampfireSolIgnis,4,47,48,,,,,,1,,0,None,Draco,,这整套'神'的事我懂得<i>不太</i>多，但有一点我能告诉你。,"I don't know <i>too</i> much about this whole 'god' stuff, but I can tell ya one thing."
Aniara|Act2|CampfireSolIgnis,4,48,49,,,,,,0,,0,None,Draco,,你得小心。相信我。,Ya gotta be careful. Trust me.
Aniara|Act2|CampfireSolIgnis,4,49,7,,,,,,0,,0,None,Aniara,,够久了，我知道自己在说什么。,"It's been long enough, I know what I'm talking about."
Aniara|Act2|CampfireSolIgnis,4,5,6|83,,,,,,0,,0,None,Aniara,,我感觉……我感觉很好。我能记起自己的想法，也不能说它们不是我的。,"I feel... I feel fine. I can remember my thoughts, and I can't say they aren't mine."
Aniara|Act2|CampfireSolIgnis,4,50,51,,,,,,1,,0,None,Draco,,奇怪你怎么花了这么久才想通。,Wonder why it's took ya this long to find out.
Aniara|Act2|CampfireSolIgnis,4,51,14,,,,,,0,,0,None,Draco,,之前还挺担心，不过看来还是清醒的头脑占了上风，懂吧？,"Was worried earlier, but it seems cooler heads prevailed, see?"
Aniara|Act2|CampfireSolIgnis,4,52,53,,,,,,1,,0,None,Draco,,他说得非常有道理。相信我，我有经验。,"He makes a very, very good point. Trust me, I know from experience."
Aniara|Act2|CampfireSolIgnis,4,53,22,,,,,,0,,0,None,Draco,,<Cat>……,<Cat>...
Aniara|Act2|CampfireSolIgnis,4,54,55,,,,,,1,,0,None,Draco,,要是你还有得选，我建议你选。,"If ya still got a choice, I say take it."
Aniara|Act2|CampfireSolIgnis,4,55,24,,,,,,0,,0,None,Draco,,早晚说不准。那扇门可能永远关上。,"Eventually, who knows. That door could close forever."
Aniara|Act2|CampfireSolIgnis,4,56,33,,,,,,1,,0,None,Draco,,哇，慢着。,Whoa there.
Aniara|Act2|CampfireSolIgnis,4,57,36,,,,,,1,,0,None,Draco,,<Cat>哼。,<Cat>Hmph.
Aniara|Act2|CampfireSolIgnis,4,58,39,,,,,,1,,0,None,Draco,,有道理。,Good point.
Aniara|Act2|CampfireSolIgnis,4,59,,,,,,,0,,0,None,Draco,,很高兴看到清醒的头脑占了上风。希望一直这样。,Glad to see cooler heads prevailed. Let's hope it stays that way.
Aniara|Act2|CampfireSolIgnis,4,6,7|47|84|93,,,,,,0,,0,None,Aniara,,从我第一次召唤灵液起，我就没变过……这一定是真的。,I have not changed from when I first summoned Ichor... This must be true.
Aniara|Act2|CampfireSolIgnis,4,60,2,,,,,,1,,0,None,Lyra,,……,...
Aniara|Act2|CampfireSolIgnis,4,61,62,,,,,,1,,0,None,Lyra,,你的目的是什么？你希望以某种方式控制神力？,What is your aim? Do you hope to somehow control divine power?
Aniara|Act2|CampfireSolIgnis,4,62,63,,,,,,0,,0,None,Aniara,,我要力量。神的也好，不是也好。,I wish for power. Divine or not.
Aniara|Act2|CampfireSolIgnis,4,63,64,,,,,,0,,0,None,Lyra,,我……你也看到了我父亲的下场。他也是想要力量吗？,"I... Well, you have seen what happened to my father. Did he also wish for power?"
Aniara|Act2|CampfireSolIgnis,4,64,8,,,,,,0,,0,None,Lyra,,是太多了吗，父亲？要是你早点吸取教训就好了……,"Was it too much, father? If only you had learned your lesson sooner..."
Aniara|Act2|CampfireSolIgnis,4,65,14,,,,,,1,,0,None,Lyra,,是的，这星尘是个祸害。必须阻止它。,"Yes, this Stardust is a menace. It must be stopped."
Aniara|Act2|CampfireSolIgnis,4,66,67,,,,,,0,,0,None,Lyra,,可是，星辰绝不会……,"But, the Stars would never..."
Aniara|Act2|CampfireSolIgnis,4,67,22,,,,,,0,,0,None,Sol,,但它们已经这么做了。,BUT THEY HAVE.
Aniara|Act2|CampfireSolIgnis,4,68,69,,,,,,1,,0,None,Lyra,,拜托，这里显然有个教训要吸取。,"Please, it is clear that there is a lesson to be learned here."
Aniara|Act2|CampfireSolIgnis,4,69,24,,,,,,0,,0,None,Lyra,,先帮自己，再免得伤到自己……或者别人。,Help yourself before you harm yourself... Or others.
Aniara|Act2|CampfireSolIgnis,4,7,8|61|73|90|95,,,,,,0,,0,None,Aniara,,嗯，那么，会不会灵液就是例外？,"Hmm, therefore, could it just be then that Ichor is the exception?"
Aniara|Act2|CampfireSolIgnis,4,70,33,,,,,,1,,0,None,Lyra,,！,!
Aniara|Act2|CampfireSolIgnis,4,71,43,,,,,,1,,0,None,Lyra,,是的。我或许不认同你的理念，但我们眼下目标一致。,"Yes. I may not agree with your philosophy, but we share the same immediate goal."
Aniara|Act2|CampfireSolIgnis,4,72,2,,,,,,1,,0,None,Vega,,的确。这对我的研究影响很大。,Indeed. This has had a great impact on my research.
Aniara|Act2|CampfireSolIgnis,4,73,74,,,,,,1,,0,None,Vega,,小心你脑子告诉你的事，它并非没有缺陷。,"Be careful about what your brain tells you, it is not without flaw."
Aniara|Act2|CampfireSolIgnis,4,74,8,,,,,,0,,0,None,Vega,,但我们也无法真正证明你的经历是错的，对吧？,"But there is nothing we can do to really prove your experience wrong, can we?"
Aniara|Act2|CampfireSolIgnis,4,75,9,,,,,,0,,0,None,Vega,,很有可能。一滴毒不会要你的命——但一整瓶会。,Very possible. One drop of poison will not kill you- but a whole vial can.
Aniara|Act2|CampfireSolIgnis,4,76,14,,,,,,1,,0,None,Vega,,确实。,Indeed.
Aniara|Act2|CampfireSolIgnis,4,77,22,,,,,,1,,0,None,Vega,,说得好。否则就不合逻辑了。,That is a good point. It is illogical otherwise.
Aniara|Act2|CampfireSolIgnis,4,78,24,,,,,,1,,0,None,Vega,,你的命运由你自己掌控。,You are in control of your own destiny.
Aniara|Act2|CampfireSolIgnis,4,79,80,,,,,,1,,0,None,Vega,,的确。闭嘴，你这蠢货。,"Indeed. Silence, you oaf."
Aniara|Act2|CampfireSolIgnis,4,8,9|75,,,,,,0,,0,None,Aniara,,那真正的问题会不会是力量的<i>量</i>？,Could then that the real problem is the <i>amount</i> of power?
Aniara|Act2|CampfireSolIgnis,4,80,34,,,,,,0,,0,None,Vega,,你没看出你在给自己立罪证吗？,Don't you see the case you're making against yourself?
Aniara|Act2|CampfireSolIgnis,4,81,41,,,,,,1,,0,None,Vega,,我建议你彻底远离神。科学可预测得多。,I recommend you stay away from gods altogether. Science is much more predictable.
Aniara|Act2|CampfireSolIgnis,4,82,43,,,,,,1,,0,None,Vega,,的确，我也还得做我的解药。,"Indeed, I must still make my cure, as well."
Aniara|Act2|CampfireSolIgnis,4,83,6,,,,,,1,,0,None,Cetus,,你在跟神瞎搞？真的？,You're screwing around with gods? Really?
Aniara|Act2|CampfireSolIgnis,4,84,49,,,,,,1,,0,None,Cetus,,不过话说回来，你确定你干的是好事？,"Still though, you sure what you're doing is a good idea?"
Aniara|Act2|CampfireSolIgnis,4,85,22,,,,,,1,,0,None,Cetus,,人家说，一次是偶然。两次是巧合。三次就是规律了。,"They say, one's an isolated incident. Two's a coincidence. But three times is a pattern."
Aniara|Act2|CampfireSolIgnis,4,86,24,,,,,,1,,0,None,Cetus,,你不想那样，对吧？我懂。你还能做点什么，对吧？,"You don't want that, right? I get it. You can still do something about it, yeah?"
Aniara|Act2|CampfireSolIgnis,4,87,33,,,,,,1,,0,None,Cetus,,谢了，他也真把我烦透了。,"Thank you, he was really getting on my nerves too."
Aniara|Act2|CampfireSolIgnis,4,88,36,,,,,,1,,0,None,Cetus,,很快你也会对所有皇帝国王说同样的话。反正我是这样。,Soon you'll say the same things about all emperors and kings. I know I do.
Aniara|Act2|CampfireSolIgnis,4,89,41,,,,,,1,,0,None,Cetus,,这才对嘛。,Now you're getting it.
Aniara|Act2|CampfireSolIgnis,4,9,10,,,,,,0,,0,None,Aniara,,是的，就像你说的，'毒在于剂量'。,"Yes, it is, as you say, 'the poison is in the dosage'."
Aniara|Act2|CampfireSolIgnis,4,90,9,,,,,,1,,0,None,Cetus,,也许就是，只有你取太多才会出事？,"Maybe it's like, only if you take too much?"
Aniara|Act2|CampfireSolIgnis,4,91,11,,,,,,1,,0,None,Cetus,,真替你难过。我讨厌海伯利安人。要是有个钻我脑子里，我会疯的。,"Sorry to hear that. I hate Hyperions. If one got into my head, I'd go nuts."
Aniara|Act2|CampfireSolIgnis,4,92,14,,,,,,1,,0,None,Cetus,,那又怎样？你想阻止他们？有道理。,So what? You wanna stop them? Makes sense.
Aniara|Act2|CampfireSolIgnis,4,93,94,,,,,,1,,0,None,Azha,,听着，神的事我懂不多，但看看海伯利安人。他们疯了。,"Look, I don't know too much about god stuff, but just look at the Hyperions. They're nuts."
Aniara|Act2|CampfireSolIgnis,4,94,7,,,,,,0,,0,None,Azha,,你不像他们那么疯，对吧？……对吧？,"You're not crazy like them, right? ...Right?"
Aniara|Act2|CampfireSolIgnis,4,95,96,,,,,,1,,0,None,Azha,,嗯，要是它跟普通的'力量'一样，太多了<i>确实</i>会冲昏头。,"Well, if it's anything like regular 'power', too much of it <i>can</i> go to your head."
Aniara|Act2|CampfireSolIgnis,4,96,9,,,,,,0,,0,None,Azha,,也许差不多？,Maybe it's similar?
Aniara|Act2|CampfireSolIgnis,4,97,12,,,,,,1,,0,None,Azha,,当然一样。你以为还能是别的？,Of course it is. Did you think it would be anything but?
Aniara|Act2|CampfireSolIgnis,4,98,99,,,,,,1,,0,None,Azha,,不知道你干嘛非要那么说服自己。,Not sure why you had to talk yourself into it like that.
Aniara|Act2|CampfireSolIgnis,4,99,14,,,,,,0,,0,None,Azha,,反正我本来就要让你去揍教徒。,I was gonna get you to kick cultist ass regardless.
Aniara|Act2|CampfireSolo0,4,1,2|3|4,,,,,,0,,0,None,Aniara,,嗯，那星辰没落在德里瓦斯托，也没落在卡登斯。那一定是落在月山了。,"Hm, so the star didn't fall in Drivasto or Cadens. It must have landed on Montes Luna then."
Aniara|Act2|CampfireSolo0,4,10,11,,,,,,0,,0,None,Aniara,,要是它从指缝里溜了，那可有得受的。,"If it somehow slips through my fingers, there will be hell to pay."
Aniara|Act2|CampfireSolo0,4,100,101|103|104|105|106,,,,,,0,,0,None,Lyra,,我会确保我的帝国存续下去……,"I will ensure the survival of my Empire..."
Aniara|Act2|CampfireSolo0,4,101,102,,,,,,1,,0,None,Vega,,做你该做的。,"Do what you must."
Aniara|Act2|CampfireSolo0,4,102,103|104|105|106,,,,,,0,,0,None,Vega,,也许最终我也能为你找到解药。,"Maybe eventually I can find a cure for you as well."
Aniara|Act2|CampfireSolo0,4,103,,,,,,,0,,0,None,Sol,,你终会看见那光。,"YOU WILL SEE THE LIGHT EVENTUALLY."
Aniara|Act2|CampfireSolo0,4,104,,,,,,,0,,0,None,Azha,,你只要知道，只要我还在呼吸，我就会守住德里瓦斯托。,"Just know I will defend Drivasto as long as I breathe."
Aniara|Act2|CampfireSolo0,4,105,,,,,,,0,,0,None,Draco,,<Cat>嘿，祝你好运……,"<Cat>Heh, good luck..."
Aniara|Act2|CampfireSolo0,4,106,,,,,,,0,,0,None,Cetus,,天上星辰，真等不及这事结束了。,"Stars above, can't wait until this is over with."
Aniara|Act2|CampfireSolo0,4,107,108|93,,,,,,2,,0,None,Lyra,,可你能控制它吗？我不确定这教团能控制它。,"But can you even control it? I am not sure this cult is controlling it."
Aniara|Act2|CampfireSolo0,4,108,93,,,,,,1,,0,None,Vega,,的确。也许它就会像雾一样散去。,"Indeed. Perhaps it might just dissipate like the fog it is."
Aniara|Act2|CampfireSolo0,4,109,110|111,,,,,,2,,0,None,Lyra,,你本该来帮这片土地，而不是伤害它。,"You should have come to this land to help, not hurt it."
Aniara|Act2|CampfireSolo0,4,11,12|31|47|52,,,,,,0,,0,None,Aniara,,我走这么远可不是白走的。,"I didn't come this far for nothing."
Aniara|Act2|CampfireSolo0,4,110,95,,,,,,0,,0,None,Lyra,,你配得上它吗？,"Do you even deserve it?"
Aniara|Act2|CampfireSolo0,4,111,95,,,,,,1,,0,None,Vega,,也许你有这种态度，就不该被托付这样的力量。,"Perhaps if you have such an attitude, you should not be trusted with such a power."
Aniara|Act2|CampfireSolo0,4,112,113|116|119,,,,,,6,,0,None,Lyra,,我想……我还是想终结这个教团，为帝国复仇。,"I suppose... I still want to end this cult and avenge the Empire."
Aniara|Act2|CampfireSolo0,4,113,97|116|119|122|124,,,,,,5,,0,None,Vega,,我还在寻找我的解药。,"I am still working on finding my cure."
Aniara|Act2|CampfireSolo0,4,114,94,,,,,,1,,0,None,Draco,,这朵玫瑰刺可真多。,"This rose has quite the thorns."
Aniara|Act2|CampfireSolo0,4,115,96,,,,,,1,,0,None,Draco,,我觉得我们大家都该冷静一下。,"I think we should all probably cool down a little."
Aniara|Act2|CampfireSolo0,4,116,97,,,,,,1,,0,None,Draco,,我就跟着凑个热闹吧。,"I guess I'm just along for the ride."
Aniara|Act2|CampfireSolo0,4,117,94,,,,,,1,,0,None,Cetus,,你至于这么闹脾气吗？你的'力量'还不够？,"Are you really being this petulant about it? Don't you have enough 'power'?"
Aniara|Act2|CampfireSolo0,4,118,96,,,,,,1,,0,None,Cetus,,好了好了，我们还是冷静一下最好。,"Okay, okay, it's probably best we chill out a bit. "
Aniara|Act2|CampfireSolo0,4,119,97,,,,,,1,,0,None,Cetus,,大概吧。干脆撑到最后。,"I guess. Might as well stick it out 'til the end."
Aniara|Act2|CampfireSolo0,4,12,34|38|48,,,,,,0,,0,AniaraGetsWorse,Aniara,,希望高天穹欢迎我们到来……,"I hope the High Firmament appreciates our arrival..."
Aniara|Act2|CampfireSolo0,4,120,94,,,,,,1,,0,None,Sol,,你不会成功。,"YOU WILL NOT SUCCEED."
Aniara|Act2|CampfireSolo0,4,121,94,,,,,,1,,0,None,Azha,,你要是成功了，要付的代价就没那么大。,"Not as much hell to pay if you're successful."
Aniara|Act2|CampfireSolo0,4,122,97,,,,,,1,,0,None,Sol,,十字军必须继续。,"THE CRUSADE MUST CONTINUE."
Aniara|Act2|CampfireSolo0,4,123,96,,,,,,1,,0,None,Azha,,啧……,"Tsk..."
Aniara|Act2|CampfireSolo0,4,124,97,,,,,,1,,0,None,Azha,,无论如何，我都不会停止揍教徒。,"No matter what, I ain't stopping my kicking of cultist ass."
Aniara|Act2|CampfireSolo0,4,125,72,,,,,,1,,0,None,Cetus,,一点点？,"A little?"
Aniara|Act2|CampfireSolo0,4,126,127,,,,,,2,,0,None,Lyra,,即便如此，我也想阻止再出现一个'坏人'。,"Even in that case, I would like to prevent another 'bad guy'."
Aniara|Act2|CampfireSolo0,4,127,74,,,,,,1,,0,None,Vega,,你觉得它在你手里就会更好吗？,"Do you think you would be any better with it in your possession?"
Aniara|Act2|CampfireSolo0,4,128,129,,,,,,1,,0,None,Vega,,谁又能说它不会控制你？看看它是怎么控制别人的！,"And who's to say it will not control you? Look at how it is controlling everyone else!"
Aniara|Act2|CampfireSolo0,4,129,75,,,,,,0,,0,None,Vega,,它更像是自然之力，而不是法术或工具。,"It is more like a force of nature than a spell or tool."
Aniara|Act2|CampfireSolo0,4,13,14,,,,,,1,,0,None,Lyra,,你的目的究竟是什么？,"What is your goal, exactly?"
Aniara|Act2|CampfireSolo0,4,130,128,,,,,,2,,0,None,Lyra,,……你确定你能？万一它像雾一样从你指缝里溜走呢？,"...Are you sure you can? What if it slips through your fingers like the fog it is?"
Aniara|Act2|CampfireSolo0,4,131,132,,,,,,2,,0,None,Lyra,,拜托，阿尼亚拉。帮助——不，<i>拯救</i>这片土地会给你带来无与伦比的尊敬。,"Please, Aniara. Helping- no, <i>saving</i> this land would grant you respect like no other."
Aniara|Act2|CampfireSolo0,4,132,79,,,,,,1,,0,None,Vega,,<i>恐惧</i>不是尊敬。因帮助一个帝国而受爱戴……我觉得那更接近。,"<i>Fear</i> is not respect. Adoration for helping an Empire... That is closer to it, I think."
Aniara|Act2|CampfireSolo0,4,133,73,,,,,,1,,0,None,Cetus,,老实说，不。,"Honestly, no."
Aniara|Act2|CampfireSolo0,4,134,78,,,,,,1,,0,None,Cetus,,你到底为什么这么想要这东西？,"Why do you even want this stuff so bad?"
Aniara|Act2|CampfireSolo0,4,135,73,,,,,,1,,0,None,Sol,,这不是正道。这是背叛。,"THIS IS NOT THE RIGHT THING. IT IS TREACHERY."
Aniara|Act2|CampfireSolo0,4,136,78,,,,,,1,,0,None,Sol,,你为何如此亵渎？,"WHY DO YOU BLASPHEME SO?"
Aniara|Act2|CampfireSolo0,4,137,72,,,,,,1,,0,None,Draco,,<Cat>是啊，一点点。,"<Cat>Yeah, a little."
Aniara|Act2|CampfireSolo0,4,138,73,,,,,,1,,0,None,Draco,,老实说挺难说得过去的。,"Honestly a pretty hard thing to justify."
Aniara|Act2|CampfireSolo0,4,139,78,,,,,,1,,0,None,Draco,,你到底为什么这么想要它？,"Why did ya even want it so bad?"
Aniara|Act2|CampfireSolo0,4,14,15|17|19|21|23|25|27,,,,,,0,,0,None,Aniara,,这还不明显吗？我在找星尘的源头，好把它据为己有。,"Isn't it obvious? I am seeking the source of the Stardust so I can take control of it for myself."
Aniara|Act2|CampfireSolo0,4,140,73,,,,,,1,,0,None,Azha,,不，一点都不。做'对的事'应该是终结教团。,"No, not at all. Doing the 'right thing' would be ending the cult."
Aniara|Act2|CampfireSolo0,4,141,78,,,,,,1,,0,None,Azha,,那你何必费这么大劲？风险太大了。,"Why even go through all this trouble then? It's such a risk."
Aniara|Act2|CampfireSolo0,4,15,5,,,,,,1,,0,None,Lyra,,什么？你不能那么做！,"What? You cannot do that!"
Aniara|Act2|CampfireSolo0,4,16,14,,,,,,0,,0,None,Vega,,那目标是……？,"And that goal is..?"
Aniara|Act2|CampfireSolo0,4,17,5,,,,,,1,,0,None,Vega,,我说不上这很明显，但这也太荒谬了。,"I cannot say that was obvious, but it is also preposterous."
Aniara|Act2|CampfireSolo0,4,18,14,,,,,,1,,0,None,Cetus,,你到底在这儿搞什么？,"What are you even up to here?"
Aniara|Act2|CampfireSolo0,4,19,5,,,,,,1,,0,None,Cetus,,这是我<i>最</i>猜不到的事。,"That is the <i>last</i> thing I would have guessed."
Aniara|Act2|CampfireSolo0,4,2,5|13|16|18|20|22|24|26,,,,,,0,,0,None,Aniara,,比预想的久了一点，但我很快就该达成目标了。,"It took a little longer than expected, but I should be at my goal soon."
Aniara|Act2|CampfireSolo0,4,20,14,,,,,,1,,0,None,Sol,,你的目标是什么？会妨碍十字军吗？,"WHAT IS YOUR GOAL? DOES IT INTERFERE WITH THE CRUSADE?"
Aniara|Act2|CampfireSolo0,4,21,5,,,,,,1,,0,None,Sol,,这是极其亵渎的行为。,"THAT IS AN ACT OF EXTREME BLASPHEMY."
Aniara|Act2|CampfireSolo0,4,22,14,,,,,,1,,0,None,Draco,,对了，你到底跟我说过你的'目标'是什么没有？,"By the way, did you ever tell me what your 'goal' was?"
Aniara|Act2|CampfireSolo0,4,23,5,,,,,,1,,0,None,Draco,,啊，那祝你好运了，女士。,"Ah, good luck with that, ma'am."
Aniara|Act2|CampfireSolo0,4,24,14,,,,,,1,,0,None,Azha,,你刚说你的'目标'是啥来着？,"What'd you say your 'goal' was again?"
Aniara|Act2|CampfireSolo0,4,25,5,,,,,,1,,0,None,Azha,,'明摆着'？你逗我呢？这简直疯了！,"'Obvious'? Are you kidding me? That's insane!"
Aniara|Act2|CampfireSolo0,4,26,14,,,,,,1,,0,None,Maia,,……你的'目标'是什么？,"...What is your 'goal'?"
Aniara|Act2|CampfireSolo0,4,27,5,,,,,,1,,0,None,Maia,,……哦。,"...Oh."
Aniara|Act2|CampfireSolo0,4,28,8,,,,,,1,,0,None,Lyra,,但它的力量具有惊人的破坏性！,"But its force is incredibly destructive!"
Aniara|Act2|CampfireSolo0,4,29,9,,,,,,1,,0,None,Lyra,,但万一你做不到呢？,"But what if you cannot?"
Aniara|Act2|CampfireSolo0,4,3,53,901,,,,,1,,0,None,Lyra,,何等破坏……我简直不敢相信。,"What destruction... I can't believe it."
Aniara|Act2|CampfireSolo0,4,30,10,,,,,,1,,0,None,Lyra,,你又凭什么确定自己能掌控它？,"How can you even be sure you can grasp it?"
Aniara|Act2|CampfireSolo0,4,31,12,,,,,,1,,0,None,Lyra,,很遗憾，我会跟着你一起去。我得处理我领土上的这个邪教。,"Unfortunately I will be accompanying you. I have to deal with this cult on my land."
Aniara|Act2|CampfireSolo0,4,32,8,,,,,,1,,0,None,Vega,,我觉得这件事恐怕不在你的掌控之中。,"I think this one might be out of your hands."
Aniara|Act2|CampfireSolo0,4,33,10,,,,,,1,,0,None,Vega,,你确定自己真能接触到它吗？谁又能说它就可以被控制？,"Are you sure you will even be able to access it? Who is to say it can even be controlled?"
Aniara|Act2|CampfireSolo0,4,34,,,,,,,0,,0,None,Vega,,唉，只要这不耽误我的研究……,"Alas, so long as this does not get in the way of my research..."
Aniara|Act2|CampfireSolo0,4,35,8,,,,,,1,,0,None,Cetus,,没人该拥有那么大的力量。,"No one should have that much power."
Aniara|Act2|CampfireSolo0,4,36,9,,,,,,1,,0,None,Cetus,,他们全都这么说！,"That's what they all say!"
Aniara|Act2|CampfireSolo0,4,37,10,,,,,,1,,0,None,Cetus,,也许一个'神'就已经太多了。也许你承受不了更多。,"Maybe one 'god' is already too many. Maybe you can't handle more than that."
Aniara|Act2|CampfireSolo0,4,38,,,,,,,0,,0,None,Cetus,,星辰在上……,"Stars above..."
Aniara|Act2|CampfireSolo0,4,39,9,,,,,,1,,0,None,Maia,,……你确定吗？,"...Are you sure?"
Aniara|Act2|CampfireSolo0,4,4,54,902,,,,,1,,0,None,Vega,,的确。那应该就是我们的下一个目的地了？,"Indeed. I suppose that is our next destination?"
Aniara|Act2|CampfireSolo0,4,40,10,,,,,,1,,0,None,Maia,,……要是它没法被控制呢？,"...What if it can't be controlled?"
Aniara|Act2|CampfireSolo0,4,41,8,,,,,,1,,0,None,Sol,,那是一股黑暗之力。,"IT IS A FORCE OF DARKNESS."
Aniara|Act2|CampfireSolo0,4,42,10,,,,,,1,,0,None,Sol,,你一点都不该拥有。我会确保这一点。,"YOU SHOULD HAVE NONE. I WILL MAKE SURE OF THAT."
Aniara|Act2|CampfireSolo0,4,43,8,,,,,,1,,0,None,Draco,,你确定要这么干？那东西看着就危险。,"Are ya sure you wanna do this? Seems like a dangerous substance."
Aniara|Act2|CampfireSolo0,4,44,9,,,,,,1,,0,None,Draco,,你扛得住吗？,"Can ya even handle it?"
